Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Parsed","What Is a Network Interface? (The Java&trade; Tutorials &gt;             Custom Networking &gt; Programmatic Access to Network Parameters)","http://java.sun.com/docs/books/tutorial/networking/nifs/definition.html","../java.sun.com\docs\books\tutorial\networking\nifs\definition.html","HTML","12227","Mon, 04 Dec 2006 19:24:36 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Retrieving Network Interfaces (The Java&trade; Tutorials &gt;             Custom Networking &gt; Programmatic Access to Network Parameters)","http://java.sun.com/docs/books/tutorial/networking/nifs/retrieving.html","../java.sun.com\docs\books\tutorial\networking\nifs\retrieving.html","HTML","12605","Mon, 04 Dec 2006 19:24:36 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Listing Network Interface Addresses (The Java&trade; Tutorials &gt;             Custom Networking &gt; Programmatic Access to Network Parameters)","http://java.sun.com/docs/books/tutorial/networking/nifs/listing.html","../java.sun.com\docs\books\tutorial\networking\nifs\listing.html","HTML","12165","Mon, 04 Dec 2006 19:24:36 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Network Interface Parameters (The Java&trade; Tutorials &gt;             Custom Networking &gt; Programmatic Access to Network Parameters)","http://java.sun.com/docs/books/tutorial/networking/nifs/parameters.html","../java.sun.com\docs\books\tutorial\networking\nifs\parameters.html","HTML","13148","Mon, 04 Dec 2006 19:24:36 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","HTTP State Management With Cookies (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working With Cookies)","http://java.sun.com/docs/books/tutorial/networking/cookies/definition.html","../java.sun.com\docs\books\tutorial\networking\cookies\definition.html","HTML","10915","Mon, 04 Dec 2006 19:24:57 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","CookieHandler Callback Mechanism (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working With Cookies)","http://java.sun.com/docs/books/tutorial/networking/cookies/cookiehandler.html","../java.sun.com\docs\books\tutorial\networking\cookies\cookiehandler.html","HTML","11900","Mon, 04 Dec 2006 19:24:57 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Default CookieManager (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working With Cookies)","http://java.sun.com/docs/books/tutorial/networking/cookies/cookiemanager.html","../java.sun.com\docs\books\tutorial\networking\cookies\cookiemanager.html","HTML","13216","Mon, 04 Dec 2006 19:24:57 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Parsed","Custom CookieManager (The Java&trade; Tutorials &gt;             Custom Networking &gt; Working With Cookies)","http://java.sun.com/docs/books/tutorial/networking/cookies/custom.html","../java.sun.com\docs\books\tutorial\networking\cookies\custom.html","HTML","15049","Mon, 04 Dec 2006 19:24:57 GMT","200 OK","2","http://java.sun.com/docs/books/tutorial/networking/TOC.html"
"Saved","","http://java.sun.com/docs/books/tutorial/figures/networking/4url.gif","../java.sun.com\docs\books\tutorial\figures\networking\4url.gif","Images","1119","Fri, 10 Nov 2006 00:57:35 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/urls/definition.html"
"Saved","","http://java.sun.com/docs/books/tutorial/figures/networking/1netw.gif","../java.sun.com\docs\books\tutorial\figures\networking\1netw.gif","Images","1583","Fri, 10 Nov 2006 00:57:35 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/overview/networking.html"
"Saved","","http://java.sun.com/docs/books/tutorial/figures/networking/2tcp.gif","../java.sun.com\docs\books\tutorial\figures\networking\2tcp.gif","Images","934","Fri, 10 Nov 2006 00:57:35 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/overview/networking.html"
"Saved","","http://java.sun.com/docs/books/tutorial/figures/networking/3tcpudp.gif","../java.sun.com\docs\books\tutorial\figures\networking\3tcpudp.gif","Images","2563","Fri, 10 Nov 2006 00:57:35 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/overview/networking.html"
"Parsed","Platform-Specific Details: Setting the Proxy Host (The Java&trade; Tutorials &gt; Custom Networking &gt;            Working with URLs)","http://java.sun.com/docs/books/tutorial/networking/urls/_setProxy.html","../java.sun.com\docs\books\tutorial\networking\urls\_setProxy.html","HTML","7818","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/urls/readingURL.html"
"Saved","ReverseServlet","http://java.sun.com/docs/books/tutorial/networking/urls/examples/ReverseServlet.java","../java.sun.com\docs\books\tutorial\networking\urls\examples\ReverseServlet.java","Unknown","1943","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/urls/readingWriting.html"
"Parsed","cgi-bin","http://java.sun.com/docs/books/tutorial/networking/urls/examples/backwards","../java.sun.com\docs\books\tutorial\networking\urls\examples\backwards","HTML","503","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/urls/readingWriting.html"
"Saved","","http://java.sun.com/docs/books/tutorial/figures/networking/5connect.gif","../java.sun.com\docs\books\tutorial\figures\networking\5connect.gif","Images","1274","Fri, 10 Nov 2006 00:57:35 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/definition.html"
"Saved","","http://java.sun.com/docs/books/tutorial/figures/networking/6connect.gif","../java.sun.com\docs\books\tutorial\figures\networking\6connect.gif","Images","1284","Fri, 10 Nov 2006 00:57:36 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/definition.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/sockets/examples/EchoClient.java","../java.sun.com\docs\books\tutorial\networking\sockets\examples\EchoClient.java","Unknown","1167","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/sockets/examples/KnockKnockServer.java","../java.sun.com\docs\books\tutorial\networking\sockets\examples\KnockKnockServer.java","Unknown","1308","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/sockets/examples/KnockKnockProtocol.java","../java.sun.com\docs\books\tutorial\networking\sockets\examples\KnockKnockProtocol.java","Unknown","2191","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/sockets/examples/KnockKnockClient.java","../java.sun.com\docs\books\tutorial\networking\sockets\examples\KnockKnockClient.java","Unknown","1358","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/sockets/examples/KKMultiServer.java","../java.sun.com\docs\books\tutorial\networking\sockets\examples\KKMultiServer.java","Unknown","540","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/sockets/examples/KKMultiServerThread.java","../java.sun.com\docs\books\tutorial\networking\sockets\examples\KKMultiServerThread.java","Unknown","907","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/sockets/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/QuoteServer.java","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\QuoteServer.java","Unknown","159","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/QuoteServerThread.java","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\QuoteServerThread.java","Unknown","2071","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/clientServer.html"
"Saved","one-liners.txt","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/one-liners.txt","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\one-liners.txt","Other","2726","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/clientServer.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/QuoteClient.java","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\QuoteClient.java","Unknown","918","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/clientServer.html"
"Parsed","Custom Networking: End of Trail (The Java&trade; Tutorials)","http://java.sun.com/docs/books/tutorial/networking/end.html","../java.sun.com\docs\books\tutorial\networking\end.html","HTML","8125","Fri, 10 Nov 2006 00:58:22 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/broadcasting.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/MulticastServer.java","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\MulticastServer.java","Unknown","156","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/broadcasting.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/MulticastServerThread.java","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\MulticastServerThread.java","Unknown","1141","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/broadcasting.html"
"Saved","","http://java.sun.com/docs/books/tutorial/networking/datagrams/examples/MulticastClient.java","../java.sun.com\docs\books\tutorial\networking\datagrams\examples\MulticastClient.java","Unknown","725","Fri, 10 Nov 2006 00:58:21 GMT","200 OK","3","http://java.sun.com/docs/books/tutorial/networking/datagrams/broadcasting.html"
"Saved","","http://java.sun.com/docs/books/tutorial/images/steam.gif","../java.sun.com\docs\books\tutorial\images\steam.gif","Images","34967","Fri, 10 Nov 2006 00:58:37 GMT","200 OK","4","http://java.sun.com/docs/books/tutorial/networking/end.html"
"Saved","RMI","http://java.sun.com/docs/books/tutorial/images/security1_2Header.gif","../java.sun.com\docs\books\tutorial\images\security1_2Header.gif","Images","1226","Fri, 10 Nov 2006 00:58:37 GMT","200 OK","4","http://java.sun.com/docs/books/tutorial/networking/end.html"
